opening_balance,daily_income,daily_expense,recurring_payment_amount,upcoming_payment_amount,expected_invoice_amount,overdue_invoice_amount,discretionary_spending,day_of_month,cash_flow_7d,cash_flow_30d,minimum_safe_balance,cash_shortage_risk,predicted_minimum_balance,days_to_cash_shortage
41076.98,4146.82,5451.39,49716.87,32285.85,10125.59,0.0,10571.74,26,-20021.17,-111014.03,25000.0,1,-69551.54,3.7
104584.31,4728.17,3388.54,50520.65,40894.92,37752.41,40000.0,4951.27,30,569.94,-29474.2,25000.0,0,75103.42,30.0
60958.65,1769.35,2844.28,15314.85,17368.89,22215.9,14000.0,7847.89,8,-10028.9,-48315.8,15000.0,1,12425.12,21.3
155692.74,4282.13,5756.0,36079.63,34248.36,49548.84,0.0,14758.61,13,-14106.64,-64995.12,25000.0,0,90184.65,30.0
72287.91,5415.79,6533.39,20693.57,23356.3,82419.02,6000.0,4919.4,14,-681.98,2440.89,20000.0,0,71415.57,30.0
17005.32,1734.37,3311.25,18090.08,4038.73,22104.74,28500.0,6414.49,30,-8232.7,-58730.43,15000.0,1,-41505.82,1.0
197751.84,7999.45,6795.15,37453.92,26797.53,68414.95,6000.0,5757.17,28,11394.09,37892.56,20000.0,0,209052.78,30.0
17334.69,1364.67,2397.3,13636.6,11140.25,11484.26,28500.0,6375.84,27,-9387.66,-55671.49,15000.0,1,-38359.96,1.5
49844.57,2412.04,2506.16,20632.44,17020.14,10419.6,14000.0,7629.63,3,-5382.95,-35656.47,15000.0,1,14302.36,26.1
281072.42,8735.47,5790.02,22579.22,10247.91,29797.72,0.0,6468.53,18,22478.53,85334.11,20000.0,0,303721.17,30.0
48424.25,1569.26,3545.64,11231.94,12654.87,11303.77,14000.0,7732.69,13,-16635.86,-77474.45,15000.0,1,-28558.88,12.5
12732.97,2250.82,3436.23,5947.67,14671.61,6570.35,0.0,7273.54,23,-12852.5,-49611.45,15000.0,1,-36872.27,1.1
14128.12,3179.28,2640.39,11369.87,8500.62,23854.58,14000.0,1932.5,10,5142.9,14550.78,15000.0,1,19180.5,30.0
162003.92,6829.34,7561.45,14608.13,19236.51,57817.95,0.0,4524.9,30,-1255.79,2009.99,20000.0,0,160124.62,30.0
7769.97,2871.25,3168.37,7392.28,18025.8,19149.82,28500.0,3356.14,4,-5460.2,-26581.87,15000.0,1,-19415.94,1.4
113653.25,2945.8,6823.5,25544.97,23253.59,42610.3,8000.0,4796.31,11,-27923.24,-125719.1,25000.0,1,-12022.44,16.0
340007.4,6883.7,3181.19,42942.8,15594.38,27015.05,0.0,10712.28,16,25082.87,79553.33,20000.0,0,364679.32,30.0
249063.71,8188.52,5325.64,31934.93,26946.11,30948.67,0.0,7776.86,11,15451.46,57954.09,20000.0,0,264184.13,30.0
107659.64,2940.69,6287.06,44240.91,20855.99,13022.83,8000.0,3699.55,6,-29162.43,-155665.23,25000.0,1,-47672.61,14.9
26905.88,2256.1,2412.04,14311.94,10553.86,5833.43,0.0,1794.71,26,-4146.41,-23710.47,15000.0,1,3277.89,12.2
153384.31,6811.42,5319.77,54795.09,42644.59,53782.56,0.0,5891.08,7,4140.22,1092.34,25000.0,0,154442.41,30.0
129609.54,9995.95,6819.44,35645.31,26395.51,51000.16,0.0,11739.76,20,21877.4,84254.67,20000.0,0,151676.51,30.0
43651.64,2324.63,1834.13,9138.9,11225.73,18477.54,0.0,7199.54,20,2638.74,12828.0,15000.0,0,46479.57,30.0
102615.91,3214.53,3583.03,51905.85,12011.32,40857.83,20000.0,12626.69,17,787.54,-42114.31,25000.0,0,60683.7,30.0
125475.94,10389.65,6211.62,44156.25,28417.72,29642.85,0.0,8815.17,20,23807.71,82409.86,20000.0,0,149106.89,30.0
114437.09,5810.85,6981.49,44964.49,38552.07,54608.81,8000.0,8184.07,4,-12693.52,-67226.85,25000.0,0,46815.37,30.0
59694.56,1366.78,2823.27,12193.74,23353.03,23357.18,0.0,2238.9,27,-14865.24,-55884.44,15000.0,1,3349.57,16.8
121245.16,6213.81,5138.7,54516.18,14412.31,11745.98,8000.0,4444.13,12,4110.03,-28129.28,25000.0,0,93456.63,30.0
33168.23,5860.19,4488.49,22267.4,20109.83,30379.42,40000.0,14196.3,16,7633.81,13153.01,25000.0,0,40576.13,30.0
73949.43,6028.92,7462.45,40715.21,19289.81,13183.56,40000.0,10724.51,8,-15113.93,-105827.38,25000.0,1,-31791.75,14.6
201750.0,10413.65,6055.93,12945.27,28770.18,84568.97,6000.0,10238.31,12,35909.71,171184.88,20000.0,0,237256.91,30.0
13694.97,1641.22,2611.4,16623.67,10595.19,14621.18,0.0,6193.9,16,-8105.1,-41703.07,15000.0,1,-28128.98,1.0
221827.65,11632.97,2801.24,21608.13,11297.23,77571.67,0.0,7940.72,13,72817.54,309618.15,20000.0,0,294433.93,30.0
36359.56,3192.26,2201.44,7666.04,14438.4,9134.29,5000.0,5055.19,28,2987.2,14754.29,15000.0,0,39087.27,30.0
266306.83,6095.34,4948.73,31073.74,10076.5,73618.46,6000.0,3363.62,23,18719.38,64466.57,20000.0,0,284941.31,30.0
116146.95,5711.12,4651.05,46068.42,35849.97,47439.84,0.0,7320.24,9,2568.46,-2676.47,25000.0,0,113405.51,30.0
182523.82,5594.54,7366.62,38236.94,24871.11,26705.81,0.0,6684.54,9,-17011.85,-89564.68,20000.0,0,93164.23,30.0
166975.74,5930.39,3905.06,37222.88,34918.2,50231.88,40000.0,7888.87,22,10256.41,22850.74,25000.0,0,177132.47,30.0
39884.58,2778.96,2619.75,18826.91,17068.37,17025.72,28500.0,1942.43,30,-2307.73,-25493.25,15000.0,1,14471.69,24.4
118524.77,5687.52,3756.45,42712.62,29224.92,36318.58,8000.0,12656.56,21,9091.21,19113.01,25000.0,0,127852.73,30.0
27411.57,1983.21,3077.4,12328.91,7718.57,24609.94,0.0,7632.95,4,-5824.78,-28263.27,15000.0,1,-495.04,7.4
126968.58,3611.57,5149.99,23987.66,25940.47,34451.62,40000.0,12389.08,10,-14254.78,-77629.01,25000.0,0,48736.75,30.0
20160.37,1601.43,2956.33,18939.44,19128.16,16805.89,5000.0,3529.56,14,-13774.41,-63908.79,15000.0,1,-43742.6,1.8
92387.08,8270.31,5321.88,39621.24,27913.62,90475.68,6000.0,6604.61,13,27568.69,108993.7,20000.0,0,119992.21,30.0
34274.96,2995.71,2402.53,6183.1,8213.46,11878.66,5000.0,5368.59,15,3242.6,13277.49,15000.0,0,37334.18,30.0
263957.75,9175.36,5835.58,25084.57,25759.57,89753.0,0.0,5977.78,15,31025.25,139102.34,20000.0,0,294901.78,30.0
65410.01,7085.01,6737.29,31626.78,26950.17,40471.48,20000.0,9969.82,26,-251.7,-15673.74,25000.0,0,49892.5,30.0
30885.73,2460.63,1554.5,12535.99,10365.86,13459.6,14000.0,3449.17,17,4888.46,12141.56,15000.0,0,35559.74,30.0
9963.18,2003.78,3352.54,19539.58,15759.85,22441.8,0.0,8417.51,22,-11256.92,-53320.54,15000.0,1,-43515.56,1.0
42363.13,2369.8,2716.56,8218.16,20629.12,11973.4,28500.0,4056.25,25,-8284.32,-38676.8,15000.0,1,3462.9,20.3
162061.95,3395.87,7095.74,51976.38,27225.29,21476.17,8000.0,3256.02,1,-32493.99,-171921.66,25000.0,1,-9608.56,21.5
44246.59,4349.58,6524.51,35815.41,35772.22,43787.75,0.0,8715.87,18,-20775.83,-93047.69,25000.0,1,-49073.09,3.8
23720.99,2049.64,1513.41,7164.1,6021.16,3065.29,28500.0,2277.4,25,1958.2,-5433.1,15000.0,0,17873.57,30.0
87212.95,11643.81,2759.91,19956.74,17140.43,76704.34,0.0,2205.77,3,70671.97,306124.07,20000.0,0,158080.72,30.0
273605.52,8783.77,6300.06,13256.2,16597.86,78939.55,6000.0,8518.25,17,26534.75,121196.83,20000.0,0,300191.36,30.0
19648.47,1259.19,3562.16,9014.35,11708.96,8323.31,5000.0,6354.01,16,-19139.69,-83489.01,15000.0,1,-63793.64,1.5
265513.46,9801.76,4992.47,38773.03,27798.82,92116.25,0.0,9912.38,24,40968.74,169823.05,20000.0,0,306232.51,30.0
28836.01,1890.95,2885.29,15164.72,6291.2,20004.92,5000.0,8665.83,26,-5475.82,-33280.95,15000.0,1,-4296.09,7.1
14068.12,3187.14,3316.63,7266.57,16186.5,10722.6,0.0,3581.21,8,-5236.48,-16615.03,15000.0,1,-2525.47,1.0
29705.51,2664.13,3344.41,13648.68,16815.27,21881.43,14000.0,2716.48,6,-7111.8,-34590.98,15000.0,1,-4979.26,9.2
69763.75,4157.38,8400.22,50887.56,18907.28,20949.66,8000.0,12366.92,30,-33072.9,-179330.54,25000.0,1,-109532.98,7.2
142192.04,3757.91,8153.73,37489.48,15328.26,26662.88,20000.0,12948.52,26,-31569.46,-166029.42,25000.0,1,-23632.14,19.2
249944.25,8341.18,3899.55,27013.22,13030.87,90051.75,6000.0,2798.01,20,43889.43,180856.62,20000.0,0,294000.11,30.0
199725.84,9916.31,5348.36,14290.22,7122.35,29158.36,6000.0,8441.74,30,34958.35,142384.17,20000.0,0,234948.82,30.0
137388.41,7365.55,4845.07,52722.73,34062.62,31279.51,20000.0,7733.75,14,10274.24,12108.66,25000.0,0,147821.82,30.0
179629.84,7086.15,6828.7,44357.46,46055.48,53457.38,0.0,13863.44,25,-5928.53,-29231.9,25000.0,0,150190.49,30.0
54819.33,1706.39,2640.33,11891.33,11257.75,9135.75,0.0,3266.41,20,-9213.49,-42031.36,15000.0,1,13411.46,23.5
181309.84,8633.25,5434.38,42887.09,14437.5,93969.11,0.0,6208.15,22,35410.94,132610.74,20000.0,0,216626.71,30.0
107523.78,4568.51,6178.78,49035.83,42201.52,42132.71,8000.0,4230.29,26,-19725.95,-100612.7,25000.0,1,6517.58,17.4
115621.56,7221.52,4310.65,39869.16,26896.69,20294.05,40000.0,3375.63,26,13676.21,24854.24,25000.0,0,129650.46,30.0
113708.15,6868.04,7340.92,29193.06,45527.71,48812.58,40000.0,14211.24,3,-11758.75,-56094.67,25000.0,0,57801.68,30.0
48892.58,4718.82,4323.09,51024.99,44013.3,26191.92,0.0,9694.47,26,-9596.8,-56974.36,25000.0,1,-8270.99,8.5
151745.0,8581.51,3153.8,23471.64,6951.3,61112.62,0.0,4081.21,11,47435.98,193521.01,20000.0,0,198959.11,30.0
38466.51,3153.29,2813.95,13508.02,6060.62,20882.18,0.0,2313.93,17,4127.53,11493.59,15000.0,0,42854.27,30.0
50436.68,3999.23,6778.13,30471.09,33748.62,17659.96,0.0,13924.88,15,-29419.75,-129926.72,25000.0,1,-79754.67,4.6
133935.08,7335.06,7384.46,23974.41,21817.27,11704.72,40000.0,14405.62,24,-6731.82,-51569.19,25000.0,0,82252.54,30.0
17818.96,1661.54,2061.49,7134.96,9834.53,17833.47,0.0,2201.26,14,-3166.79,-11134.61,15000.0,1,6684.33,2.6
86524.66,8567.45,6078.4,31551.23,27062.96,84979.67,0.0,10663.2,10,23594.04,101036.71,20000.0,0,110221.14,30.0
119445.01,6594.07,6699.77,27558.67,19135.26,65673.49,0.0,10308.2,29,4740.69,15808.56,20000.0,0,124224.38,30.0
201107.04,9201.34,6129.47,18260.85,8702.04,21550.47,0.0,9225.79,16,22332.35,86743.58,20000.0,0,223418.16,30.0
10115.05,2177.77,2519.44,14862.43,17782.54,17370.15,28500.0,6260.18,18,-6030.68,-36924.92,15000.0,1,-27067.03,1.0
24746.6,1677.14,1572.61,13600.48,15283.05,9731.57,28500.0,2845.21,26,-3435.18,-27416.01,15000.0,1,-3213.62,11.4
63477.35,2970.67,2436.8,9131.98,8676.06,20538.47,28500.0,6285.45,1,4374.34,7346.46,15000.0,0,68137.97,30.0
56541.54,2260.8,2396.0,17883.48,20270.82,20317.88,0.0,6136.18,25,-4991.18,-21892.53,15000.0,0,34904.58,30.0
45203.62,5833.85,4100.97,18527.36,19710.0,15257.03,40000.0,10268.38,2,7297.61,13006.25,25000.0,0,52626.4,30.0
52720.47,4113.36,7702.84,50857.9,23991.04,50250.7,8000.0,9372.54,21,-24672.62,-135482.58,25000.0,1,-82700.11,4.6
60199.61,3203.64,4415.88,30524.81,24014.47,31431.66,20000.0,8176.19,18,-11805.19,-67475.04,25000.0,1,-7503.38,11.5
177864.05,5873.21,5530.82,21089.15,19676.95,35008.42,40000.0,7721.98,14,1527.65,-11485.93,25000.0,0,166306.44,30.0
62470.56,1268.24,3542.91,16161.41,12551.78,14406.95,5000.0,5799.06,23,-18062.04,-84546.44,15000.0,1,-22281.88,14.2
148832.64,5511.58,5402.09,41912.0,17170.3,41990.78,8000.0,4456.43,2,2296.46,-17006.85,25000.0,0,132037.84,30.0
52853.83,2221.1,1530.19,20616.41,20122.05,15450.52,0.0,4966.02,9,-122.33,-4560.6,15000.0,0,48351.39,30.0
72112.56,3719.86,4648.59,28846.04,38630.58,14582.87,20000.0,9437.09,6,-19036.76,-88755.61,25000.0,1,-16185.97,14.2
77627.77,4818.42,7116.78,41161.94,38927.37,41509.76,40000.0,5509.17,28,-23357.49,-123530.25,25000.0,1,-46166.73,10.5
89730.71,4940.41,8072.32,46080.08,24277.49,15252.79,40000.0,8290.86,16,-28583.78,-165061.98,25000.0,1,-75506.26,11.5
55251.22,2596.08,2632.35,16711.73,15335.52,15301.77,5000.0,4916.28,5,-3327.69,-19833.34,15000.0,0,35450.72,30.0
40170.35,4551.58,6229.82,31571.73,29287.16,36581.56,0.0,6020.5,21,-16146.23,-74624.53,25000.0,1,-34428.66,3.6
58390.02,2868.37,2167.87,19126.78,15196.94,5658.17,0.0,6595.88,21,-43.64,-7650.53,15000.0,0,50687.58,30.0
39032.71,4927.34,3477.13,46422.64,43387.77,53298.98,8000.0,7789.74,25,3456.15,3794.81,25000.0,0,42327.05,30.0
158197.23,6593.34,5524.03,42089.71,17829.13,40661.5,20000.0,3359.15,13,8485.78,4821.82,25000.0,0,162945.4,30.0
344666.09,11835.31,5721.69,30462.93,16976.02,42484.56,6000.0,9509.23,30,44501.86,176054.29,20000.0,0,389557.26,30.0
243551.45,11508.47,4629.19,21840.43,9185.88,42518.44,0.0,5034.78,1,52984.32,217870.62,20000.0,0,296068.73,30.0
57503.29,5447.89,6668.14,22897.06,16741.95,9664.9,40000.0,13090.89,29,-13305.51,-82581.44,25000.0,1,-25398.44,13.1
30631.01,2689.57,2662.43,14418.0,7306.73,6161.45,28500.0,5942.79,24,-1500.41,-26149.01,15000.0,1,4272.74,22.6
97486.27,5550.95,5215.96,35226.55,24874.76,27301.72,8000.0,4322.85,17,-2144.61,-25949.82,25000.0,0,71428.54,30.0
15446.37,1703.28,3359.04,15391.23,24124.24,9811.88,0.0,6898.15,28,-19277.66,-79376.47,15000.0,1,-63940.9,1.2
300679.25,7801.01,5313.57,21078.22,17686.08,28061.93,0.0,2748.97,23,15950.04,63920.85,20000.0,0,316671.83,30.0
37234.68,1858.41,1422.23,15455.61,21926.63,18342.7,28500.0,2892.75,22,-2048.86,-17354.15,15000.0,0,20297.7,30.0
18109.13,3122.28,1436.51,7848.68,13807.02,5842.59,14000.0,5218.9,15,7446.1,29159.99,15000.0,0,24916.08,30.0
181720.19,7021.82,4001.42,30647.07,19401.85,21214.56,0.0,2919.5,6,17624.92,61777.4,20000.0,0,199150.53,30.0
160483.22,4099.16,4217.49,43799.29,18788.13,12281.93,20000.0,14879.49,1,-5887.2,-61855.51,25000.0,0,98738.07,30.0
60823.86,6326.93,7176.94,37351.84,21930.59,35555.02,40000.0,4714.06,4,-7611.31,-65227.74,25000.0,1,-4564.41,12.3
127674.66,3769.68,4345.33,52343.87,39226.76,51910.68,8000.0,6322.66,2,-9338.12,-60129.48,25000.0,0,67247.6,30.0
42773.02,1903.98,2335.91,12239.96,23666.91,3583.84,5000.0,2495.42,16,-11773.47,-47280.76,15000.0,1,-4658.03,17.1
60130.0,2199.89,2998.55,9576.29,4525.15,15302.28,0.0,4039.61,17,-4340.23,-22758.98,15000.0,0,37425.99,30.0
153624.61,2893.11,8243.72,37655.19,46273.88,43932.35,8000.0,12094.79,25,-47177.31,-203714.86,25000.0,1,-49737.33,15.3
120585.58,4851.92,3499.03,54098.37,27304.4,48000.53,8000.0,3997.68,2,8148.61,3984.6,25000.0,0,124327.7,30.0
45764.3,2523.61,3401.57,10451.5,6288.15,21885.01,5000.0,6631.37,19,-4283.99,-23193.49,15000.0,0,22218.69,30.0
28116.84,1754.51,2390.57,11539.06,20266.41,23123.4,0.0,7907.61,10,-7934.31,-27763.88,15000.0,1,339.23,7.8
163812.04,10727.32,6205.36,22673.15,22912.24,58221.64,6000.0,4741.1,12,34133.16,145895.08,20000.0,0,198081.32,30.0
136789.57,5294.64,5857.5,24661.42,27454.3,48955.68,40000.0,4003.82,25,-5130.65,-36046.03,25000.0,0,100653.03,30.0
32965.38,2752.77,1742.74,19967.17,15950.21,19225.72,0.0,5303.08,26,4535.27,13609.25,15000.0,0,37182.3,30.0
155728.79,6907.17,6848.36,25434.73,19020.78,49424.05,0.0,5079.99,4,2688.16,6732.79,25000.0,0,157683.29,30.0
171781.1,6848.78,7784.41,33044.88,15851.32,54898.45,20000.0,14423.24,26,-1910.26,-30066.69,25000.0,0,142027.25,30.0
35644.57,1809.87,3373.15,21461.81,12611.35,3614.36,14000.0,2659.0,22,-15264.66,-82957.32,15000.0,1,-47204.6,7.4
201906.99,6579.48,4203.96,23153.11,11406.77,83798.19,0.0,11425.89,25,28825.64,120504.19,20000.0,0,230843.68,30.0
58699.8,2174.61,2834.93,19994.57,22504.41,11401.11,5000.0,6371.53,30,-11343.76,-52907.36,15000.0,1,5995.94,20.9
16302.43,1892.96,3537.23,21610.36,10961.78,24164.87,28500.0,8507.2,19,-11061.62,-69135.32,15000.0,1,-52484.37,1.2
16743.41,3069.56,1871.21,21861.2,6280.05,2230.48,0.0,3836.47,5,6322.55,10039.86,15000.0,0,22918.28,30.0
42294.59,5501.99,5286.75,35894.01,34694.11,38076.88,40000.0,11315.14,3,-4755.52,-42053.76,25000.0,1,-139.47,7.6
68899.15,4569.26,7663.2,49811.18,34600.53,35393.52,20000.0,3533.48,26,-28419.05,-149836.22,25000.0,1,-80751.28,7.7
48867.8,2639.9,1617.78,7554.21,20546.08,14856.76,28500.0,4315.06,16,1907.73,6019.96,15000.0,0,51172.03,30.0
270536.15,11927.93,2932.96,16297.3,8024.53,60384.35,6000.0,5499.54,10,71831.86,303511.69,20000.0,0,341560.65,30.0
11191.48,2120.33,2226.98,19095.8,21588.64,4700.86,0.0,8347.83,25,-8441.8,-39182.94,15000.0,1,-28266.47,1.0
38945.07,4105.15,3705.79,37638.4,35228.28,49870.19,0.0,13549.37,9,-1321.73,-11015.57,25000.0,0,27692.77,30.0
98690.95,5460.05,6232.07,43977.74,14989.58,43097.02,8000.0,5192.14,22,-2780.57,-42230.91,25000.0,0,56765.97,30.0
117221.54,2963.8,5931.47,37779.1,13889.82,41444.51,20000.0,14943.58,6,-18040.69,-107254.41,25000.0,1,9898.71,18.9
295730.25,10363.98,3382.39,13588.7,20538.21,50801.87,0.0,8189.26,21,50816.21,226122.62,20000.0,0,346763.55,30.0
145123.74,11563.65,5469.57,39752.25,18614.84,77899.49,0.0,7704.92,19,50792.58,202355.06,20000.0,0,195169.46,30.0
97412.34,3324.57,7130.28,22853.06,18923.44,13941.89,20000.0,4530.55,2,-31421.01,-150006.08,25000.0,1,-52805.18,13.7
34945.08,2206.83,2207.83,13413.85,12974.17,20921.3,14000.0,4752.99,23,-1012.45,-11096.9,15000.0,0,24093.25,30.0
74149.94,5692.13,7275.09,34647.65,28795.94,10766.25,0.0,5412.01,27,-20445.81,-100165.98,25000.0,1,-26299.01,13.9
48825.31,2233.38,2413.69,5960.89,24273.86,21260.41,0.0,8305.88,7,-6719.59,-14383.45,15000.0,0,34279.68,30.0
39391.59,2892.45,3456.18,9571.79,16755.71,18649.76,0.0,4226.54,19,-6918.48,-24589.82,15000.0,1,14978.18,16.6
315709.62,9525.67,4409.34,33814.33,26742.4,66939.19,0.0,3360.23,30,38505.18,159872.31,20000.0,0,354149.67,30.0
229697.91,4786.19,5997.1,27530.42,12603.71,92778.74,0.0,6790.93,27,5037.91,16317.37,20000.0,0,234983.12,30.0
27619.29,2034.47,3008.25,8665.36,24708.14,19227.27,0.0,2298.22,14,-12854.22,-43359.47,15000.0,1,-15552.83,6.7
158376.05,5494.68,8264.31,41042.86,24756.25,9727.1,20000.0,3588.69,3,-27344.5,-147160.95,25000.0,1,11505.49,27.0
50576.75,2070.57,1672.93,14901.78,15184.91,21373.08,0.0,7705.14,28,984.11,3215.51,15000.0,0,52062.12,30.0
214283.07,10911.87,6817.92,17181.13,11890.29,70379.04,6000.0,7975.72,16,37977.41,161726.39,20000.0,0,252364.76,30.0
57147.77,1599.22,2934.3,5582.23,4398.59,12386.03,14000.0,3454.34,5,-8627.75,-43247.02,15000.0,1,13751.42,25.4
76244.88,6335.59,7461.82,20445.38,18933.76,49954.27,20000.0,10874.44,8,-5466.25,-31211.72,25000.0,0,45350.98,30.0
95522.14,4582.93,3352.79,47240.48,28444.27,32960.09,20000.0,8534.42,25,3825.3,-13820.42,25000.0,0,81745.03,30.0
224817.83,11284.71,3137.36,37958.68,19406.02,37325.99,0.0,3133.43,5,56734.21,224381.67,20000.0,0,281663.79,30.0
43549.05,7287.7,4818.83,40459.0,40911.67,14244.22,8000.0,14455.02,7,3766.28,3739.7,25000.0,0,47427.19,30.0
48388.62,1510.16,2375.71,9221.65,12845.82,3776.07,5000.0,3362.12,11,-10441.97,-46257.92,15000.0,1,1855.96,21.6
122116.76,6484.23,3254.18,24591.77,29681.6,32077.05,0.0,11543.32,27,17153.13,74705.24,20000.0,0,138812.5,30.0
41851.49,1957.67,2957.98,18524.78,8397.25,11313.66,0.0,3373.55,27,-8098.3,-45617.52,15000.0,1,-3763.18,14.4
209270.92,11900.4,5339.04,38093.36,14685.66,90596.85,6000.0,7844.1,15,58174.66,232258.79,20000.0,0,267615.42,30.0
58448.63,2819.12,2126.21,13867.13,21907.72,4378.92,14000.0,6866.45,3,-3036.94,-16208.64,15000.0,0,42173.32,30.0
38392.91,1615.98,1917.28,7734.31,20002.45,2014.1,0.0,2296.61,26,-9707.21,-34761.45,15000.0,1,3902.98,18.3
32658.45,2341.17,1944.84,18013.7,11792.02,19234.97,28500.0,7816.72,30,1904.51,-10080.79,15000.0,0,22782.37,30.0
54355.47,2766.07,3539.18,6590.89,16415.85,13308.39,0.0,2387.26,5,-9316.45,-32891.73,15000.0,0,21534.62,30.0
119151.79,3985.64,7235.67,36371.69,13533.45,16326.44,0.0,12182.76,17,-24898.28,-131079.51,25000.0,1,-11618.18,19.4
12622.13,2813.89,2814.79,10113.56,14988.77,16073.77,5000.0,2748.92,24,-2787.07,-11055.61,15000.0,1,1912.38,1.0
301024.88,6676.22,3392.17,34653.89,8960.4,84353.18,0.0,8284.79,4,36274.82,139260.36,20000.0,0,337370.98,30.0
72763.84,4999.78,6005.54,48160.87,43026.79,40101.55,40000.0,6098.2,8,-16230.74,-97258.98,25000.0,1,-24600.68,11.6
9365.6,2969.98,1669.82,16846.26,14618.9,21130.66,28500.0,5193.17,13,7479.69,17270.3,15000.0,1,17201.97,30.0
31665.14,3189.23,3485.85,6397.61,16032.7,9259.96,28500.0,7018.41,29,-6637.45,-33469.06,15000.0,1,-1891.13,16.2
18240.93,1211.77,2248.54,19454.44,24632.64,17358.39,5000.0,4657.26,2,-13638.8,-59831.95,15000.0,1,-41840.95,1.3
49451.85,1639.13,1614.93,13126.99,5566.79,16477.2,14000.0,5263.64,4,1238.08,-7090.75,15000.0,0,42880.08,30.0
300846.44,5321.9,6616.82,23651.46,24006.92,80059.61,0.0,9534.92,3,-2655.25,-6446.22,20000.0,0,294278.56,30.0
6636.05,1420.0,1409.25,10558.08,10285.9,4537.85,5000.0,3443.54,6,-3131.55,-17983.67,15000.0,1,-11097.74,1.0
332321.71,11297.73,7365.02,37952.87,13031.8,26267.23,0.0,4134.14,1,27569.69,93263.85,20000.0,0,360016.29,30.0
170326.71,11687.55,6752.17,25572.6,8839.47,37789.48,0.0,10534.96,10,38569.79,151438.92,20000.0,0,209122.83,30.0
37871.88,2092.81,2116.82,15511.89,14548.84,9699.55,14000.0,3599.76,16,-4047.65,-26681.28,15000.0,1,11021.68,23.1
73588.27,5794.02,3483.59,24324.31,45309.42,30974.36,8000.0,6544.53,19,4244.07,27453.35,25000.0,0,78237.44,30.0
53218.94,1382.64,3324.95,16569.52,23468.52,22596.74,0.0,4940.18,21,-18464.21,-75710.52,15000.0,1,-22845.94,11.7
324217.53,5134.1,7618.04,31841.74,6621.54,60634.6,6000.0,3677.09,25,-7909.25,-54746.78,20000.0,0,269671.34,30.0
120083.58,7703.48,3111.41,31638.23,28913.44,33638.52,0.0,5790.85,16,27306.8,110848.87,20000.0,0,147499.89,30.0
89927.45,7713.12,7933.37,26957.01,21105.63,72573.25,0.0,8933.7,19,4530.61,17902.97,20000.0,0,94579.84,30.0
333675.06,8950.42,5207.09,23020.72,8485.66,86233.84,6000.0,9253.34,28,40055.85,164627.5,20000.0,0,373516.35,30.0
135714.55,6000.76,7131.05,38053.16,17578.24,54922.83,8000.0,8372.91,18,-3958.74,-37817.19,25000.0,0,97188.77,30.0
139671.01,3888.35,5493.82,41688.69,47568.71,23269.08,40000.0,7036.85,7,-25611.99,-130152.55,25000.0,1,9720.32,25.1
107150.96,5972.67,7860.29,45990.89,42881.43,21630.89,20000.0,14913.72,26,-26039.75,-131870.08,25000.0,1,-24793.57,16.6
42354.68,2683.02,2629.55,17008.33,23762.11,21645.68,5000.0,6964.17,6,-4801.4,-19520.56,15000.0,0,23114.78,30.0
161207.45,5730.2,7472.84,52311.84,46809.73,27299.75,8000.0,4437.02,6,-25462.44,-127301.11,25000.0,0,34381.67,30.0
84823.58,11592.31,7992.72,42016.12,8601.22,83052.52,0.0,9450.85,29,38367.2,140423.1,20000.0,0,123121.84,30.0
112146.64,7476.16,2666.5,22214.13,19639.82,89813.98,0.0,7948.25,2,43774.5,192249.89,20000.0,0,155566.59,30.0
171012.15,3577.36,4612.31,50978.76,34551.5,23533.84,20000.0,11013.07,20,-16358.46,-101044.81,25000.0,0,69892.38,30.0
215040.47,10177.01,5351.15,20127.01,21380.37,31609.34,0.0,6594.29,28,31550.7,134877.6,20000.0,0,247022.49,30.0
87200.27,4335.63,8040.19,19483.06,36877.12,26419.23,20000.0,11679.16,1,-35398.89,-149077.62,25000.0,1,-62070.88,11.3
104430.37,5005.14,5641.79,23381.56,32142.11,22826.82,20000.0,10411.03,5,-12748.04,-59796.41,25000.0,0,44850.44,30.0
191780.44,9482.98,5760.41,34585.03,12407.4,39293.67,0.0,8967.5,3,28953.73,103978.2,20000.0,0,220706.88,30.0
50560.83,3052.49,1868.64,18584.59,7621.36,22718.01,0.0,1649.95,20,9781.99,32027.49,15000.0,0,60885.36,30.0
46676.98,2412.2,2744.9,13198.45,16903.31,22084.13,0.0,5159.04,8,-4673.37,-17998.49,15000.0,0,28567.2,30.0
117410.84,4503.6,8075.46,36347.18,27254.1,10263.89,0.0,7339.31,3,-33851.86,-160493.08,25000.0,1,-43631.42,16.6
312873.57,4945.67,4249.7,22517.49,21769.08,53646.13,0.0,5907.34,14,6893.41,30238.77,20000.0,0,319827.71,30.0
22457.06,1564.94,1835.36,8686.26,4337.99,18470.02,0.0,5123.33,6,65.84,-2666.96,15000.0,0,20019.26,30.0
178012.8,5337.81,8302.83,25466.63,22437.65,40898.6,0.0,7499.42,6,-21550.52,-95956.45,25000.0,0,81982.87,30.0
42772.89,4512.58,3658.06,29517.41,21316.52,26262.1,40000.0,10392.41,19,2707.49,-14936.06,25000.0,0,27512.26,30.0
